a,b,stratum,identity,cosine,same_family
Q940S5,Q9VZL6,nn,0.096,0.9686,False
Q5PT55,Q9LFP6,nn,0.1772,0.9617,False
P34334,P46778,nn,0.6335,0.9874,True
O43247,P38305,nn,0.1214,0.9802,False
Q96299,Q9C5W6,nn,0.7425,0.9947,True
P40156,Q06668,nn,0.129,0.9643,False
P69771,Q8T0Q4,nn,0.2119,0.9719,True
P39306,Q96GX9,nn,0.2286,0.9779,True
P38307,Q12239,nn,0.1491,0.9756,False
P27929,Q99633,nn,0.1627,0.9819,False
P49813,Q9D1H6,nn,0.1365,0.9809,False
Q8N8V8,Q8S8M2,nn,0.1395,0.9737,False
A4IG32,P49592,nn,0.0896,0.9826,False
Q9D6T1,Q9H853,nn,0.1719,0.9653,True
P90925,P94398,nn,0.1622,0.9825,False
P0AB61,P34605,nn,0.105,0.9853,False
Q4PT23,Q501F8,nn,0.3448,0.9764,True
Q53H82,Q6NYF0,nn,0.6609,0.988,True
Q6DYE4,Q8W3L1,nn,0.16,0.9656,False
P0AEQ1,P54572,nn,0.0979,0.915,False
Q9H4B0,Q9VV41,nn,0.2559,0.9753,True
O31697,O34498,nn,0.1111,0.9861,False
P33331,Q9FZK4,nn,0.504,0.9751,False
P36523,Q9FEB5,nn,0.1574,0.9631,False
P46778,Q19877,nn,0.2235,0.9783,False
Q9FJX2,Q9UNX3,nn,0.6463,0.983,True
O81146,P49722,nn,0.3496,0.9946,True
A0A178WF56,Q8LG30,nn,0.3086,0.9474,True
P28912,Q2EEQ8,nn,0.209,0.9356,False
Q99N42,Q9CQT1,nn,0.1568,0.9291,False
Q9LRP2,Q9ZUI8,nn,0.1743,0.9694,False
Q9DAH2,Q9DB72,nn,0.1673,0.9609,False
Q6PD10,Q7TT16,nn,0.215,0.9776,True
A0A576,P06321,nn,0.458,0.9862,False
O70337,Q91VT8,nn,0.1494,0.9827,False
P24192,P46850,nn,0.1547,0.9848,False
P0DTW1,Q9D1X0,nn,0.1616,0.9539,False
Q9C9Z3,Q9LTG0,nn,0.1768,0.9614,False
O15315,Q9CX47,nn,0.1959,0.9811,True
Q8IXS2,Q9H095,nn,0.1783,0.9834,False
Q9JLZ3,Q9WUR2,nn,0.1985,0.9513,True
A1L453,Q920S2,nn,0.3029,0.9749,True
P06899,Q3E792,nn,0.2263,0.9725,False
P77365,Q794W0,nn,0.1143,0.9684,False
O07533,Q9JLZ3,nn,0.2468,0.953,True
Q7ZUG0,Q9LMN4,nn,0.1604,0.9413,True
Q6DHJ1,Q8N9S9,nn,0.1409,0.9827,False
P25385,Q9LNH6,nn,0.1725,0.9887,False
P52793,Q9EQF4,nn,0.1953,0.9729,False
P0A9G4,P77295,nn,0.1556,0.9094,False
P97306,Q8BZ71,nn,0.347,0.9766,False
Q16667,Q6NKR2,nn,0.1976,0.9748,True
A8WG57,Q12122,nn,0.191,0.9583,False
P46778,P61353,nn,0.2134,0.9806,False
P76201,P94551,nn,0.1676,0.965,False
Q8T8B9,Q9VHF2,nn,0.1628,0.9645,True
P43587,Q9D0M2,nn,0.1283,0.9755,False
Q920S2,Q9UKQ9,nn,0.2896,0.972,True
Q93615,Q99LC5,nn,0.6231,0.9926,True
P57081,Q9BQA1,nn,0.1953,0.9592,False
A0PJT0,A2CEM9,nn,0.1418,0.9752,False
D6RBM5,Q9VWF4,nn,0.1352,0.9568,False
Q42563,Q9SU38,nn,0.6719,0.9806,True
O35215,P58064,nn,0.2132,0.9484,False
Q5TYX0,Q5VWM6,nn,0.4822,0.9935,True
F4JZ24,Q8LAN3,nn,0.3805,0.9822,True
P39377,P75949,nn,0.1966,0.9213,False
Q564X7,Q9Y536,nn,0.171,0.9812,False
Q06340,Q9NQM4,nn,0.1046,0.9647,False
P24280,Q9Z275,nn,0.2174,0.9825,False
P48486,Q9NES8,nn,0.2692,0.9694,True
Q5SSK3,Q9CXC3,nn,0.1846,0.9672,False
P10735,Q99N92,nn,0.1824,0.9693,False
Q0WQG8,Q8BS95,nn,0.4331,0.983,True
Q12155,Q8N138,nn,0.1965,0.9821,False
P36552,Q9CQV5,nn,0.1129,0.9815,False
P41958,Q23369,nn,0.1409,0.9814,False
O76061,Q8N129,nn,0.1836,0.9749,False
A8MS41,O35710,nn,0.2175,0.9598,True
Q93VK9,Q9U3L0,nn,0.1692,0.9828,False
O04192,Q9SPN3,nn,0.2393,0.9856,False
P07486,Q9FX54,nn,0.6667,0.9898,True
O95478,P22738,nn,0.1604,0.9897,False
P32322,Q922Q4,nn,0.8406,0.9972,True
P34334,Q43291,nn,0.4431,0.9911,True
P49787,P53588,nn,0.1722,0.9607,False
Q8N6I4,Q8S8M2,nn,0.1198,0.9666,False
B3LFA3,Q8BHK1,nn,0.3352,0.9693,False
P42207,Q91V51,nn,0.1754,0.9534,False
A0A5A6,P06321,nn,0.3106,0.9861,False
Q9SD80,Q9VLU0,nn,0.1122,0.9769,False
O22683,P31061,nn,0.1741,0.9692,False
Q5GJ75,Q9D300,nn,0.1495,0.9879,False
P49429,Q18347,nn,0.4,0.9875,True
P38689,P56797,nn,0.1596,0.9446,False
P48023,Q92838,nn,0.1526,0.9739,True
O75638,Q80SU3,nn,0.152,0.9586,False
O95416,Q64732,nn,0.1758,0.9809,False
Q8R1Z9,Q8VD66,nn,0.1688,0.9653,False
P17562,Q00266,nn,0.5848,0.9912,True
P0C7U3,Q91WU6,nn,0.1969,0.9892,True
P08736,Q5VTE0,nn,0.851,0.9982,True
Q8S8M2,Q8VYK7,nn,0.1679,0.9706,False
P02992,Q2VIR3,nn,0.2368,0.9783,True
P90993,Q9Y2R9,nn,0.1401,0.9833,False
P03962,Q12122,nn,0.1461,0.9591,False
Q7G8V2,Q9XIE4,nn,0.1263,0.9501,False
P50947,Q9VTH4,nn,0.15,0.9809,False
P48362,Q22494,nn,0.1776,0.9854,False
Q8N4L4,Q96GL9,nn,0.1286,0.9776,False
O04848,P49691,nn,0.1198,0.9805,False
O17823,Q19508,nn,0.3447,0.9956,True
P31553,P94575,nn,0.167,0.9629,False
O23035,Q8LG30,nn,0.3483,0.9558,True
F4J4P8,Q9M2J6,nn,0.5,0.9839,False
P0A7D7,Q5T6V5,nn,0.1449,0.9841,False
Q9M0C2,Q9ZV52,nn,0.3893,0.9643,False
P40063,P43587,nn,0.1284,0.9808,False
P01730,Q9QUM4,nn,0.1744,0.9712,False
P79724,Q90423,nn,0.2081,0.9858,False
P0C7U3,Q5Y5T3,nn,0.1694,0.9906,True
P32642,Q09433,nn,0.12,0.9496,False
O05521,P94591,nn,0.1655,0.9478,False
P0CC03,Q9C9D0,nn,0.2514,0.9816,True
P0C860,Q8C5G2,nn,0.1639,0.9868,False
P06616,P42182,nn,0.3894,0.9809,True
O43365,Q9BZI1,nn,0.2402,0.9802,False
P05452,P39039,nn,0.2072,0.9689,False
P0A9T0,P52643,nn,0.211,0.9831,True
Q8BVC4,Q96Q35,nn,0.1629,0.988,False
P57743,Q9LMN4,nn,0.3495,0.9689,True
O09161,Q9NX01,nn,0.1082,0.9641,False
P45945,Q9XI31,nn,0.2333,0.9707,False
F1QVR8,P40516,nn,0.2068,0.9618,False
Q9C9Z5,Q9SD80,nn,0.141,0.9773,False
Q9LSF7,Q9ZV39,nn,0.1637,0.9841,False
Q8VD66,Q8VZS3,nn,0.1339,0.9634,False
Q13568,Q9Y603,nn,0.1703,0.973,False
Q9FZJ1,Q9JHP7,nn,0.156,0.9828,False
P39140,P94591,nn,0.172,0.9755,False
P14734,Q26366,nn,0.1873,0.9712,False
P28495,P40045,nn,0.1183,0.9849,False
A1A5V9,Q99L85,nn,0.355,0.9888,True
P43234,Q9R013,nn,0.2463,0.9819,True
P46600,P46604,nn,0.4262,0.9918,True
Q9FXA4,Q9LXE3,nn,0.261,0.9823,False
Q564X7,Q9W0Y2,nn,0.1593,0.9811,False
P0C2I8,Q12266,nn,0.7864,0.9975,False
P79724,Q6JIY5,nn,0.5243,0.9888,True
P41225,P53566,nn,0.2018,0.9785,False
P52874,Q94B35,nn,0.167,0.9718,False
O64837,Q9FFS0,nn,0.1931,0.9816,False
P03877,P03882,nn,0.1624,0.9797,True
P48543,Q14654,nn,0.4444,0.9828,True
Q9DCU0,Q9NXK6,nn,0.9152,0.9979,True
P28912,P39145,nn,0.1701,0.9345,False
Q16514,Q6DHG8,nn,0.126,0.985,False
P57106,Q9SCX9,nn,0.1659,0.9634,False
P25340,P32462,nn,0.2846,0.9865,True
P34890,Q16514,nn,0.1557,0.9816,False
O60637,P41731,nn,0.315,0.9794,True
Q02127,Q99N42,nn,0.2024,0.9314,False
Q06104,Q8MPP0,nn,0.1848,0.9744,False
Q7ZUV0,Q8CGV2,nn,0.1756,0.9889,False
Q9LRK2,Q9LRL4,nn,0.4545,0.9906,True
P0AA16,P13792,nn,0.3878,0.9435,False
P0ACS2,P77295,nn,0.1572,0.9106,False
P27548,Q7TS55,nn,0.1386,0.9833,True
Q6P4F1,Q9FZJ1,nn,0.1731,0.9771,False
P17023,Q6P2D0,nn,0.3663,0.9706,True
P46778,Q9UNX3,nn,0.2093,0.9628,False
Q640P4,Q9M8J2,nn,0.2527,0.9939,True
Q9CQX8,Q9D4C5,nn,0.1119,0.9779,False
P31061,Q9V3B4,nn,0.1911,0.9696,False
P48360,Q8W3L1,nn,0.3108,0.982,True
A0A286YF58,P0DPE3,nn,0.1898,0.9661,False
P47947,Q09665,nn,0.5123,0.9907,True
Q91WU6,Q9NUE0,nn,0.2071,0.9787,True
Q8N6K0,Q8VYK7,nn,0.1829,0.9714,False
O60813,Q5VWM6,nn,0.4802,0.9945,True
Q9VTH4,Q9VVR6,nn,0.1702,0.9855,False
A6NMD0,Q86YJ5,nn,0.1704,0.9644,False
A0A0C4DH35,P01795,nn,0.5417,0.9863,False
F4JET1,P43124,nn,0.1757,0.9885,True
Q15628,Q9NXH8,nn,0.1917,0.9617,False
O14548,Q99KD6,nn,0.9035,0.998,True
P38726,Q9Y5L5,nn,0.1391,0.9731,False
Q9D757,Q9I9N1,nn,0.3303,0.9722,False
O34368,P76197,nn,0.2008,0.9163,False
Q96S90,Q9JIY0,nn,0.1695,0.9824,False
P26212,P39805,nn,0.405,0.9815,True
Q8RX32,Q9ZW15,nn,0.6654,0.9813,True
F4IV16,Q93YQ3,nn,0.1964,0.9482,False
Q02973,Q96273,nn,0.1942,0.9449,False
A0A286YF58,C9JI98,nn,0.1637,0.9734,False
O61443,P92208,nn,0.4386,0.9833,True
Q9W549,Q9Y2R9,nn,0.1804,0.9839,False
Q9SUA9,Q9SUB0,nn,0.5443,0.9705,False
P00399,P94364,nn,0.1792,0.9819,False
Q49AR2,Q6DHJ1,nn,0.1492,0.9844,False
O31743,P06616,nn,0.1599,0.9609,False
O60496,P97465,nn,0.3333,0.9859,True
Q9D534,Q9VUU7,nn,0.093,0.9637,False
P25348,P38305,nn,0.1684,0.9847,False
P0AAJ8,P11349,nn,0.1855,0.9754,False
P43694,Q08369,nn,0.9258,0.9982,False
Q6K0P9,Q9SKN6,nn,0.1583,0.979,False
Q0WPR6,Q94BN0,nn,0.1126,0.9679,False
P17023,Q8IVC4,nn,0.3448,0.9812,True
Q14914,Q39172,nn,0.3822,0.9852,True
Q04461,Q9CR04,nn,0.0864,0.9807,False
P46778,Q43291,nn,0.4578,0.9938,True
C0SUW7,Q0WNR6,nn,0.6324,0.9946,True
O01323,P59648,nn,0.1279,0.954,False
Q7T297,Q9C835,nn,0.1452,0.9765,False
Q14186,Q9VVR6,nn,0.1509,0.984,False
Q8BV13,Q9UBW8,nn,0.5673,0.9903,True
C0HKG5,Q1ZYL8,nn,0.1541,0.9881,False
Q61420,Q8LGE9,nn,0.2821,0.9741,True
Q20687,Q8MPP0,nn,0.1621,0.9806,False
P70371,Q0V967,nn,0.157,0.9827,False
Q19351,Q9U298,nn,0.234,0.9861,True
C0Z274,Q5GJ75,nn,0.1383,0.9874,False
P10126,P53013,nn,0.8337,0.9978,True
O34981,Q9FWR5,nn,0.1914,0.9671,False
Q8GXU9,Q9C7N7,nn,0.1452,0.9788,False
P0AEX5,Q15126,nn,0.1327,0.9674,False
A0A0R4IF99,B8A4F0,nn,0.5627,0.9961,True
A3QK16,O61492,nn,0.1742,0.9842,True
A8WG57,O34873,nn,0.4149,0.9816,True
P17865,Q45582,nn,0.1823,0.9359,False
P60411,P60413,nn,0.6755,0.9869,True
A6ND01,Q9EQF4,nn,0.6614,0.9942,True
Q9H4B0,Q9H999,nn,0.1714,0.9704,False
B3H5L1,Q9LYM3,nn,0.4265,0.9778,True
P32564,Q5BJH2,nn,0.1971,0.9834,False
Q06707,Q56P42,nn,0.1739,0.9854,False
P46777,Q9BL19,nn,0.1481,0.9773,False
P12319,P24071,nn,0.1894,0.9803,False
P09912,Q96BM0,nn,0.3846,0.9744,True
O95478,P40078,nn,0.6207,0.9932,True
Q9LXR7,Q9NS26,nn,0.1765,0.9803,False
O15315,Q9FKM5,nn,0.2376,0.9594,True
P77295,Q06065,nn,0.0759,0.9108,False
B3H587,O64865,nn,0.2136,0.9796,True
P20615,Q06416,nn,0.1799,0.9748,False
P0C7R1,Q9C7N7,nn,0.159,0.9764,False
Q9C9A2,Q9FKC3,nn,0.2022,0.9917,True
P16616,Q9CS42,nn,0.1977,0.9104,False
Q8VH31,Q8VI40,nn,0.2062,0.9739,False
F2Z472,Q969E3,nn,0.1541,0.9653,False
Q8K202,Q9VQ93,nn,0.1504,0.9887,False
Q12891,Q8VEI3,nn,0.3627,0.9859,True
Q8CE96,Q9WV35,nn,0.118,0.9756,False
Q06266,Q08981,nn,0.1362,0.9859,False
Q9D6K7,Q9SUC3,nn,0.1442,0.9799,False
P24387,Q60571,nn,0.8727,0.9979,True
Q9HC38,Q9XI31,nn,0.1375,0.9678,True
O82314,Q94B35,nn,0.1862,0.9721,False
P62166,P84074,nn,0.5699,0.986,True
Q6K0P9,Q6NKR8,nn,0.1794,0.9856,False
Q8IY26,Q8LFP1,nn,0.2044,0.958,False
Q9C7N3,Q9VYA8,nn,0.1689,0.9851,False
Q07627,Q3V2C1,nn,0.6044,0.9757,False
F1QVR8,P53944,nn,0.1329,0.9564,False
Q8VZU4,Q99N92,nn,0.1776,0.9719,False
Q9JIZ9,Q9JJ00,nn,0.4695,0.9792,True
Q8R2K1,Q8S8D8,nn,0.1735,0.9793,False
B7U540,P48543,nn,0.4839,0.9883,True
Q2V2W7,Q9M0F3,nn,0.2841,0.9764,True
Q99595,Q9ZS51,nn,0.133,0.9136,False
Q96AQ1,Q96S90,nn,0.1561,0.9776,False
P41225,Q08369,nn,0.1836,0.9769,False
Q5U3V7,Q6DHS9,nn,0.2214,0.9757,True
O34368,P37758,nn,0.1951,0.9183,False
Q8VHI7,Q96Q35,nn,0.1724,0.987,False
O32095,O34437,nn,0.2041,0.921,False
P49678,Q9XFM0,nn,0.3212,0.9808,True
Q9LT21,Q9SYD4,nn,0.2412,0.9959,False
P48985,Q9QYC3,nn,0.2137,0.9677,False
O34498,P96503,nn,0.1329,0.9835,False
F4JJL0,Q9Y2C4,nn,0.1615,0.939,False
P0AEG6,P54178,nn,0.1777,0.9174,False
P53013,Q5VTE0,nn,0.8315,0.9975,True
Q9M1E7,Q9SUD4,nn,0.4266,0.9901,True
O82275,Q922Z1,nn,0.1605,0.9104,False
O34437,P0AFP9,nn,0.1944,0.9234,False
Q5XFR0,Q9CQR5,nn,0.153,0.9703,False
Q503M4,Q7RTY1,nn,0.2638,0.9802,True
O54927,Q04199,nn,0.1798,0.9809,False
P51580,Q8CAE2,nn,0.1522,0.9504,False
A0A1I9LMX5,P42758,nn,0.1992,0.8571,False
P0AGK4,P39667,nn,0.1222,0.9708,False
Q3UND0,Q8BZ71,nn,0.1469,0.9741,False
F4J9A3,Q501F8,nn,0.3227,0.9751,True
P49691,Q940B0,nn,0.1474,0.9792,False
Q06546,Q9VXN9,nn,0.1414,0.9561,False
Q06707,Q9VZL5,nn,0.0701,0.9851,False
P25340,Q9XWE9,nn,0.1331,0.9685,False
Q04888,Q9BT81,nn,0.2643,0.9855,False
Q99NA2,Q9QYC3,nn,0.1713,0.9671,False
Q13487,Q9NRS6,nn,0.2132,0.9761,False
A0MEX7,Q9LRL4,nn,0.4322,0.9912,True
Q8N1A0,Q9H095,nn,0.1652,0.9843,False
Q02973,Q8GWT7,nn,0.1562,0.9463,False
Q9FIX8,Q9SUB0,nn,0.1553,0.9691,False
F4IYZ0,Q9ZUI8,nn,0.291,0.9742,True
Q9FJF6,Q9FJF7,nn,0.9333,0.9957,True
F4IQJ2,Q9CA74,nn,0.1705,0.9775,False
O22788,P49592,nn,0.1417,0.9818,False
O31938,Q04477,nn,0.1972,0.9729,False
Q8N7R7,Q8VDV3,nn,0.1477,0.9953,False
A0A1W2P7I0,Q9SIY7,nn,0.1315,0.936,False
P32451,P48570,nn,0.1783,0.9366,False
P00399,P11350,nn,0.126,0.981,False
D6RBM5,Q80VG1,nn,0.1268,0.9571,False
O80842,Q9CWD8,nn,0.1713,0.9358,False
P39648,Q93169,nn,0.1569,0.9535,False
O61443,P11802,nn,0.2686,0.9371,True
Q6ICX4,Q8BHN5,nn,0.1768,0.9714,False
Q940G8,Q9VXN9,nn,0.1515,0.9559,False
P23453,P39805,nn,0.1715,0.9034,False
Q06668,Q9SKB6,nn,0.1753,0.9663,False
P38702,Q5U3V7,nn,0.2092,0.9707,True
Q20591,Q9U357,nn,0.2054,0.9842,False
O35618,Q0V967,nn,0.1617,0.9849,False
O14960,Q9FL79,nn,0.1362,0.9429,False
P23686,Q00266,nn,0.5823,0.992,True
Q8CGV2,Q9D300,nn,0.1631,0.9896,False
P01583,Q17604,nn,0.1379,0.9792,False
P46734,P92208,nn,0.2128,0.9528,True
P27005,Q7FZF1,nn,0.1317,0.9744,False
P51397,Q9I9N1,nn,0.6095,0.9878,True
F4JMI7,Q9ZUI8,nn,0.212,0.971,True
P48615,Q9H1J7,nn,0.4005,0.9893,True
C0HLB3,P27449,nn,0.6584,0.9911,True
P01040,Q9C835,nn,0.1441,0.9806,False
P32178,P40342,nn,0.179,0.9844,False
P17544,Q03060,nn,0.1707,0.9788,True
P41158,P41971,nn,0.4729,0.9809,True
P0DN34,Q9SD80,nn,0.1406,0.9773,False
Q8LG30,Q8W472,nn,0.2875,0.9405,True
Q13454,Q8R1V4,nn,0.1525,0.9744,False
O02002,P42574,nn,0.3262,0.9689,True
P70340,Q9I9P9,nn,0.5549,0.9873,True
O34437,P0AFS5,nn,0.1886,0.9306,False
O81414,Q9SVA1,nn,0.2967,0.9909,False
O31884,P47111,nn,0.1761,0.9888,False
Q9VG95,Q9ZVQ4,nn,0.2574,0.968,True
Q94JU2,Q9FL41,nn,0.2752,0.982,True
A2A6M5,Q9UHL3,nn,0.1695,0.926,False
P30043,P39315,nn,0.1848,0.9413,False
O49639,P56079,nn,0.3922,0.9925,True
P92177,Q96299,nn,0.6391,0.9961,True
P35548,Q3C1V8,nn,0.2766,0.9786,False
Q38933,Q93WU4,nn,0.166,0.9697,False
Q93ZH7,Q9LKA1,nn,0.1383,0.9739,False
Q8NFJ8,Q8TCT6,nn,0.1592,0.9924,False
Q9C857,Q9FXJ1,nn,0.7128,0.9925,True
Q8N567,Q8R1J3,nn,0.8339,0.985,False
Q12155,Q53FV1,nn,0.1593,0.9821,False
D3Z6H8,P07266,nn,0.1785,0.9917,False
O65359,Q24509,nn,0.1853,0.974,True
A0A286YF58,A0A7I2V3R4,nn,0.1909,0.9647,False
Q503H1,Q6ICX4,nn,0.1498,0.9611,False
P53494,P61163,nn,0.5289,0.987,True
Q84L09,Q9LNH5,nn,0.1614,0.9843,False
P0CX74,Q12266,nn,0.7886,0.9974,False
P02407,P40078,nn,0.1527,0.985,False
P26638,Q8CE96,nn,0.1716,0.9702,False
Q8H0V3,Q9XI31,nn,0.1907,0.972,True
Q8GYX2,Q9C7N7,nn,0.16,0.9808,False
Q9C800,Q9LIK3,nn,0.1559,0.9879,False
P42325,P84074,nn,0.8342,0.993,True
Q8WTC1,Q9CR02,nn,0.1754,0.9854,False
Q91V51,Q9UIA0,nn,0.1767,0.9566,False
P42981,Q96GX9,nn,0.1509,0.9256,False
P49592,Q16514,nn,0.1913,0.982,False
P38824,P50947,nn,0.1212,0.9658,False
O14828,Q9JJ00,nn,0.1565,0.9582,False
G5EDE5,P34888,nn,0.164,0.9835,False
Q9FFE8,Q9SZ58,nn,0.1317,0.9608,False
Q8R3R5,Q8VD66,nn,0.1655,0.9692,False
Q92643,Q99538,nn,0.2384,0.9873,True
A2CEM9,Q0VBK2,nn,0.1369,0.9808,False
F4I562,Q9VZL6,nn,0.0843,0.9704,False
Q8RX32,Q9ZW03,nn,0.6418,0.9663,True
Q94F40,Q9FXJ1,nn,0.6842,0.9865,True
A0A1B0GST9,Q9BUV8,nn,0.1367,0.9771,False
Q03060,Q9JM73,nn,0.1375,0.9704,False
O34498,Q62048,nn,0.1923,0.983,False
P32564,Q06485,nn,0.3046,0.9824,True
O14548,Q61387,nn,0.886,0.9976,True
P0DKC9,Q9CA74,nn,0.1522,0.9779,False
P49429,Q8H0V3,nn,0.1421,0.9728,False
Q8NFA2,Q8NFJ8,nn,0.1906,0.9927,False
P38242,Q96F25,nn,0.3049,0.9579,True
Q08692,Q6ZNM6,nn,0.1303,0.9821,False
P27250,Q3UNZ8,nn,0.2113,0.9267,True
F4JJL0,Q502K1,nn,0.1662,0.9445,False
P16691,P21340,nn,0.1724,0.8956,False
O08545,P52793,nn,0.3702,0.9858,True
O35887,Q7ZUC2,nn,0.2611,0.9776,True
O96014,P48615,nn,0.9746,0.9993,True
P59226,Q9FX60,nn,0.9338,0.9982,True
Q06144,Q8MPP0,nn,0.1627,0.974,False
O64700,P53729,nn,0.1525,0.9601,True
P45548,Q9VHF2,nn,0.2336,0.9702,True
P46604,Q8GXM7,nn,0.3464,0.9839,True
F4JZ24,Q9LN20,nn,0.7059,0.9958,True
Q03060,Q61069,nn,0.1685,0.9766,False
Q8C6Z1,Q9NQ60,nn,0.1799,0.9795,False
P11349,P94405,nn,0.1764,0.9693,False
P27929,Q3E705,nn,0.1296,0.9805,False
O80842,P51835,nn,0.3457,0.9367,True
Q20591,Q9SZ13,nn,0.2644,0.9884,True
Q3E792,Q9SIW5,nn,0.422,0.9828,True
P42126,Q9JLZ3,nn,0.2602,0.9699,True
P0ACK8,P94591,nn,0.289,0.987,False
P38726,Q5U425,nn,0.1391,0.9728,False
Q9NS61,Q9QXT8,nn,0.6145,0.9908,True
Q7K0E3,Q92561,nn,0.1395,0.9829,False
O34589,P0A772,nn,0.1783,0.9108,False
P10126,Q5VTE0,nn,0.9935,0.9999,True
P56079,Q12382,nn,0.1584,0.9751,False
P49458,Q9Y221,nn,0.1414,0.9877,False
Q96GL9,Q9WTP2,nn,0.1601,0.9753,False
O95157,Q9CQN4,nn,0.1385,0.9769,False
Q8BTG7,Q9BV23,nn,0.1499,0.9764,False
E7EZ53,P47212,nn,0.5238,0.9858,True
Q52QU1,Q9M080,nn,0.5345,0.978,True
Q94KK6,Q9SJL6,nn,0.1812,0.9802,False
Q8IVJ8,Q8IWN6,nn,0.1676,0.9791,False
Q9D4C5,Q9UPY6,nn,0.1614,0.9782,False
P32642,Q9JJU8,nn,0.1429,0.9494,False
F2Z472,P97297,nn,0.1579,0.9601,False
P0A8A4,P39667,nn,0.1444,0.9703,False
Q9C800,Q9LPW4,nn,0.2519,0.989,False
P0AB61,P47755,nn,0.1084,0.9873,False
A2BIJ3,Q9FL44,nn,0.1683,0.9675,False
P81451,Q9D6K8,nn,0.1391,0.9767,False
Q8S8D8,Q8TE69,nn,0.1527,0.9696,False
Q9FLV7,Q9MA32,nn,0.3665,0.9819,False
Q9VG95,Q9VG96,nn,0.7222,0.993,True
Q283N4,Q9V3B4,nn,0.1673,0.9836,False
P0A9J8,Q9SGD6,nn,0.2921,0.9512,False
O95478,P39023,nn,0.1569,0.9874,False
Q06385,Q9VQ93,nn,0.3618,0.9942,True
O34981,P37515,nn,0.2459,0.9736,True
D3Z6H8,Q5BPP4,nn,0.175,0.9923,False
Q9C991,Q9XTI0,nn,0.2468,0.9753,True
Q99JT5,Q9NPI7,nn,0.7375,0.9945,False
O23207,P25349,nn,0.3103,0.9722,True
Q5U3H3,Q9M8J2,nn,0.2406,0.9882,True
Q09509,Q8W035,nn,0.3401,0.9846,True
P0C5Y4,Q3V2C1,nn,0.6765,0.9883,False
Q3E8B4,Q9C691,nn,0.4979,0.9571,True
Q9FLV7,Q9LSF7,nn,0.8376,0.997,False
O75348,O82628,nn,0.3583,0.9787,True
O15198,Q9I9P9,nn,0.5484,0.9885,True
F1QWZ4,O14793,nn,0.2156,0.9916,True
P34475,Q9H853,nn,0.164,0.9636,True
Q92643,Q9CXY9,nn,0.9139,0.9984,True
Q9D8T0,Q9VYA8,nn,0.1592,0.9875,False
Q0P457,Q15126,nn,0.1533,0.9678,False
O88829,Q6ICH7,nn,0.17,0.9685,False
P0A7H0,P31134,nn,0.1899,0.9247,False
Q58FY4,Q9C7N7,nn,0.1325,0.9776,False
P53259,Q8LF05,nn,0.175,0.9622,True
P38824,Q3E731,nn,0.1481,0.9703,False
Q6PF05,Q94C27,nn,0.2076,0.9559,False
Q8IVJ8,Q9CR70,nn,0.1667,0.9812,False
Q5PT55,Q6DHK8,nn,0.177,0.9686,True
P56857,P57739,nn,0.2566,0.9764,True
Q9H6V9,Q9MAA7,nn,0.1598,0.9451,False
P29595,Q93725,nn,0.8272,0.9956,True
P50306,Q00266,nn,0.6538,0.9948,True
P0AA86,P0AEG6,nn,0.1858,0.9002,True
O00115,P55083,nn,0.1766,0.9829,False
F4JAU3,F4JZ24,nn,0.3717,0.9821,True
Q9R013,Q9SUL1,nn,0.3143,0.975,True
B9DG24,Q6NMD6,nn,0.1046,0.9703,False
P38726,Q9BQD1,nn,0.1667,0.9722,False
P29703,Q9LX33,nn,0.2711,0.9806,True
P43124,Q04272,nn,0.1468,0.9701,False
P45591,Q9LU93,nn,0.1462,0.9907,False
O60861,Q00013,nn,0.1867,0.9559,False
P56797,Q9CS42,nn,0.1747,0.9407,False
P0A7H0,P23479,nn,0.1651,0.9213,False
A2VCK2,O95931,nn,0.1607,0.9713,False
P36149,P50110,nn,0.1298,0.9861,False
Q59J78,Q8N183,nn,0.8107,0.9935,True
B3H587,Q9T039,nn,0.1792,0.9704,False
Q717B4,Q8L765,nn,0.2542,0.9843,True
P68036,Q9C8X7,nn,0.3395,0.9897,True
P0ACR9,P77295,nn,0.1356,0.917,False
Q2M2N2,Q717B4,nn,0.4798,0.9929,True
O43920,Q3E7A4,nn,0.1615,0.9763,False
P0C7U3,Q9H8X9,nn,0.8568,0.9898,True
F1QWZ4,P10600,nn,0.2128,0.9902,True
Q94250,Q9JKP5,nn,0.2899,0.9763,True
P57081,Q9P2S5,nn,0.2024,0.9791,False
P32233,P38746,nn,0.1869,0.9811,True
A2CEM9,Q8BVC4,nn,0.1479,0.9792,False
B8XY56,P55083,nn,0.1655,0.9796,False
P0AFU4,P77295,nn,0.0766,0.917,False
Q501F8,Q9FL41,nn,0.4158,0.982,True
P06753,Q4PT37,nn,0.1905,0.9524,False
P48603,Q9VQ93,nn,0.1766,0.9891,False
Q5PT55,Q9C9K4,nn,0.1639,0.9655,False
P26899,Q9FI53,nn,0.3811,0.9892,True
P49905,Q9VTH4,nn,0.1536,0.9831,False
P0AEQ1,P46354,nn,0.1587,0.9075,False
O00399,O34981,nn,0.2065,0.97,False
P0A9T0,Q91Z53,nn,0.21,0.9778,True
O48818,Q9ZV52,nn,0.1559,0.9571,False
P0AB38,P0ADA3,nn,0.1658,0.9311,False
Q8LDQ4,Q9SUC3,nn,0.1707,0.9821,False
